Vuosi,Kk,Pv,Klo,Aikavyöhyke,Pilvien määrä (1/8),Ilmanpaine (msl) (hPa),Suhteellinen kosteus (%),Sateen intensiteetti (mm/h),Lumensyvyys (cm),Ilman lämpötila (degC),Kastepistelämpötila (degC),Näkyvyys (m),Tuulen suunta (deg),Puuskanopeus (m/s),Tuulen nopeus (m/s)
2016,2,8,07:00,UTC,8,989.5,94,0,6,3.3,2.4,18811,,,
2016,2,8,08:00,UTC,8,989.6,94,0,6,3.6,2.6,17240,,,
2016,2,8,09:00,UTC,7,989.6,92,0,6,3.7,2.5,15827,189,11.3,8
2016,2,8,10:00,UTC,7,989.6,91,0,6,3.7,2.4,15603,188,10.2,7.5
2016,2,8,11:00,UTC,8,989.3,91,0,6,3.6,2.3,16517,183,8.4,6.9
2016,2,8,12:00,UTC,7,988.9,89,0,6,3.6,2,20574,,,
2016,2,8,13:00,UTC,8,988.9,90,0,5,3.6,2.1,24242,,,
2016,2,8,14:00,UTC,7,988.5,90,0,5,3.5,2,24576,177,9.9,6.6
2016,2,8,15:00,UTC,4,988.5,89,0,5,3.2,1.5,34331,183,10.2,7
2016,2,8,16:00,UTC,7,988.5,89,0,5,2.9,1.3,39546,175,9,6
2016,2,8,17:00,UTC,2,988.4,91,0,5,2.6,1.2,36312,168,6.8,5.1
2016,2,8,18:00,UTC,1,988.4,90,0,5,2.4,0.9,38608,171,8,5.7
2016,2,8,19:00,UTC,3,988.2,91,0,5,2.1,0.8,43231,164,8.6,6.2
2016,2,8,20:00,UTC,7,988.2,90,0,5,2.5,1,39936,172,10.4,6.3
2016,2,8,21:00,UTC,8,987.7,86,0,5,2.9,0.9,43173,170,10.1,7.1
2016,2,8,22:00,UTC,8,986.8,86,0,5,3.3,1.2,37964,171,11,8
2016,2,8,23:00,UTC,7,986.2,90,0,3,3,1.6,32298,163,10.9,7.2
2016,2,9,00:00,UTC,7,985.5,96,0.5,4,2.5,1.9,12853,160,10.4,6.7
2016,2,9,01:00,UTC,8,985,95,0.5,4,2.7,2.1,16184,162,9.8,6.3
2016,2,9,02:00,UTC,8,984.5,96,0,3,2.6,2,23441,164,9.8,7
2016,2,9,03:00,UTC,8,984.1,95,0,3,2.5,1.7,49651,163,10,7.2
2016,2,9,04:00,UTC,8,983.8,96,0,3,2.3,1.8,10015,168,11.5,7.9
2016,2,9,05:00,UTC,8,983.5,98,0,3,2.4,2.1,14019,167,10.8,7.4
2016,2,9,06:00,UTC,8,983.7,96,0,3,2.5,2,45057,164,6.8,4.9
2016,2,9,07:00,UTC,8,983.5,96,0,3,2.5,1.9,37969,,,
2016,2,9,08:00,UTC,8,983,98,0,3,2.2,1.9,36042,152,6.8,4.7
2016,2,9,09:00,UTC,8,982.7,97,0,3,2.1,1.7,45998,157,7.4,5.1
2016,2,9,10:00,UTC,8,982.6,98,0.2,3,1.7,1.3,35660,152,7.5,5
2016,2,9,11:00,UTC,8,982.3,98,0.7,3,1.2,1,17644,160,7.4,4.5
2016,2,9,12:00,UTC,8,982.1,100,0.8,3,0.5,0.5,4174,166,5.4,3.8
2016,2,9,13:00,UTC,8,982,100,0.5,4,1.1,1.1,24383,172,7.1,4.8
2016,2,9,14:00,UTC,8,982,100,0,4,1.5,1.5,40977,166,6,3.7
2016,2,9,15:00,UTC,8,982,100,0,3,1.9,1.8,12938,164,5,3.5
2016,2,9,16:00,UTC,8,981.8,100,0,3,1.9,1.9,20496,154,4.1,2.7
2016,2,9,17:00,UTC,8,981.7,100,0,3,2.5,2.5,12046,142,4.8,3.2
2016,2,9,18:00,UTC,8,981.6,98,0.5,3,2.4,2.1,26703,152,7.1,4
2016,2,9,19:00,UTC,8,981.8,99,0.8,3,2.1,2,17382,162,5.6,3.8
2016,2,9,20:00,UTC,8,981.9,99,0,3,2.1,2,49224,163,5.5,4
2016,2,9,21:00,UTC,8,982.2,99,0,3,2.5,2.4,27418,171,6.2,4.5
2016,2,9,22:00,UTC,8,982.6,99,0.5,3,2.6,2.5,29900,179,6.6,4.7
2016,2,9,23:00,UTC,8,983,99,0.5,3,2.6,2.4,33336,191,7.1,5.3
2016,2,10,00:00,UTC,8,983.7,98,0,3,2.4,2.2,42008,190,7.1,5.1
2016,2,10,01:00,UTC,8,984.2,99,0,3,2.3,2.1,50000,190,6.8,4.9
2016,2,10,02:00,UTC,8,985,99,0,3,2.6,2.4,45710,194,7.8,5.3
2016,2,10,03:00,UTC,8,985.9,98,0,3,2.6,2.3,50000,192,7.6,5.6
2016,2,10,04:00,UTC,8,986.6,98,0,3,2.7,2.3,50000,194,7.4,5.4
2016,2,10,05:00,UTC,7,987.5,96,0,3,2.5,1.9,23207,198,8.9,6
2016,2,10,06:00,UTC,7,988,96,0,3,2.3,1.7,50000,180,7.1,5.5
2016,2,10,07:00,UTC,7,989.3,97,0,3,2.2,1.7,50000,175,4.7,3.6
2016,2,10,08:00,UTC,7,990.1,97,0,3,2.4,2,17135,170,5.3,4.1
2016,2,10,09:00,UTC,7,990.8,98,0.2,3,2.6,2.2,24587,170,4.4,3.2
2016,2,10,10:00,UTC,8,991,97,0,3,2.8,2.4,45330,168,4.9,3.3
2016,2,10,11:00,UTC,8,990.7,98,0,3,2.9,2.6,10336,146,4.9,3.4
2016,2,10,12:00,UTC,8,990.5,98,0,3,2.9,2.7,38017,145,4,2.9
2016,2,10,13:00,UTC,7,990.5,99,0,3,2.6,2.4,26215,124,4.1,2.7
2016,2,10,14:00,UTC,7,990.2,96,0,3,2.6,2,18638,121,4.5,2.6
2016,2,10,15:00,UTC,7,990.1,96,0,3,2.4,1.9,17638,95,4.5,3.3
2016,2,10,16:00,UTC,7,989.5,99,0.5,3,2,1.8,11039,87,4.6,2.9
2016,2,10,17:00,UTC,7,989.1,99,1.3,3,1.5,1.3,11776,104,5.6,3.5
2016,2,10,18:00,UTC,8,988.3,100,0.8,3,0.5,0.5,5803,101,5.2,3.4
2016,2,10,19:00,UTC,8,988,100,0.7,3,0.5,0.5,4416,109,6.1,3.4
2016,2,10,20:00,UTC,8,987.8,100,0.8,4,0.5,0.5,7394,113,4.1,2.3
2016,2,10,21:00,UTC,8,987.5,100,0,4,0.8,0.8,43932,121,4.4,2.9
2016,2,10,22:00,UTC,8,987.5,100,0.8,4,1.5,1.5,8334,133,6.3,3.9
2016,2,10,23:00,UTC,8,987.8,100,0,4,2.1,2.1,10738,145,5.5,4
2016,2,11,00:00,UTC,8,987.9,100,0,4,2.4,2.3,21988,151,6,3.9
2016,2,11,01:00,UTC,7,988.3,98,0,3,2.6,2.3,31253,168,6.3,4.2
2016,2,11,02:00,UTC,7,988.8,97,0,3,2.4,2,48953,165,6.8,4.6
2016,2,11,03:00,UTC,8,989.1,97,0,3,2.3,1.9,50000,165,6.5,4.2
2016,2,11,04:00,UTC,8,989.6,98,0,3,2.4,2,50000,172,7.6,4.6
2016,2,11,05:00,UTC,8,990.2,98,0,3,2.4,2.1,29704,164,7.6,5.2
2016,2,11,06:00,UTC,8,990.8,96,0,3,2.2,1.7,50000,170,7.2,5.1
2016,2,11,07:00,UTC,8,991.4,96,0,3,2.2,1.6,50000,172,4.8,3.4
2016,2,11,08:00,UTC,8,991.9,98,0,3,2.1,1.8,11844,170,4,3
2016,2,11,09:00,UTC,8,992.2,97,0,3,2.1,1.7,44273,149,3.2,2.3
2016,2,11,10:00,UTC,8,992.4,96,0,3,2.4,1.8,50000,152,3.8,2.7
2016,2,11,11:00,UTC,8,992.5,96,0,3,2.5,1.9,50000,145,3.7,2.6
2016,2,11,12:00,UTC,8,992.4,94,0,3,2.7,1.9,50000,160,4.9,3.4
2016,2,11,13:00,UTC,7,992.8,96,0,3,2.4,1.8,50000,159,2.9,2
2016,2,11,14:00,UTC,7,993.1,96,0,3,2.3,1.8,50000,138,3.3,2.2
2016,2,11,15:00,UTC,7,993.7,99,0,3,2,1.8,28415,137,2.5,1.7
2016,2,11,16:00,UTC,7,994.1,99,0,3,1.8,1.6,38051,144,3.2,1.9
2016,2,11,17:00,UTC,7,994.3,100,0,3,1.5,1.5,40027,137,3.1,2
2016,2,11,18:00,UTC,8,994.6,100,0.5,3,1,1,15259,136,3.9,2.4
2016,2,11,19:00,UTC,7,994.9,100,0.5,3,0.4,0.4,5961,123,2,1.4
2016,2,11,20:00,UTC,8,995.2,100,0.2,3,0.1,0.1,3149,96,1.3,0.7
2016,2,11,21:00,UTC,8,995.1,100,0.5,4,0.1,0.1,2643,40,1.5,1
2016,2,11,22:00,UTC,8,995,100,0,4,0.1,0.1,5264,32,1.3,0.9
2016,2,11,23:00,UTC,8,995,100,0,4,0.1,0.1,5511,53,2.2,1.5
2016,2,12,00:00,UTC,8,994.6,100,0,7,0.2,0.2,5905,52,3.4,2.3
2016,2,12,01:00,UTC,8,994.3,100,1,5,0.1,0.1,1633,30,2.7,2.1
2016,2,12,02:00,UTC,8,993.8,100,1,6,0.1,0.1,2150,38,3.8,2.6
2016,2,12,03:00,UTC,8,993.5,100,0.5,6,0.1,0.1,3227,48,4.1,2.9
2016,2,12,04:00,UTC,8,993.1,100,0.5,6,0.1,0.1,2178,,,
2016,2,12,05:00,UTC,8,992.9,100,0.2,6,0.2,0.2,3623,,,
2016,2,12,06:00,UTC,7,992.8,100,0.5,7,0.2,0.2,2765,92,4.4,2.9
2016,2,12,07:00,UTC,7,992.6,100,0,7,0.3,0.3,5459,93,4.4,3
2016,2,12,08:00,UTC,7,992.6,100,0.5,7,0.3,0.3,5903,99,5.6,3.4
2016,2,12,09:00,UTC,7,992.7,100,0.8,7,0.4,0.4,5815,101,5,3.2
2016,2,12,10:00,UTC,8,992.4,99,0.5,7,0.4,0.3,4397,103,6.3,3.9
2016,2,12,11:00,UTC,8,992.1,100,0.2,7,0.2,0.2,3321,95,5.6,3.4
2016,2,12,12:00,UTC,7,991.8,99,0,7,0.3,0.2,5394,95,6,3.6
2016,2,12,13:00,UTC,7,991.6,99,0,6,0.4,0.1,5881,89,6.1,3.7
2016,2,12,14:00,UTC,7,991.5,98,0,7,0.4,0,7046,84,5.6,3.7
2016,2,12,15:00,UTC,8,991.4,99,0,9,0.3,0.2,6632,85,5.9,4
2016,2,12,16:00,UTC,8,991.3,100,0,9,0.2,0.2,4095,82,5.1,3.4
2016,2,12,17:00,UTC,7,991.1,100,0,9,0.1,0.1,10388,76,4.8,3.5
2016,2,12,18:00,UTC,7,991,100,0,9,0.1,0.1,5578,80,5.2,3.2
2016,2,12,19:00,UTC,7,991,100,0,8,0,0,14001,79,5.3,3.8
2016,2,12,20:00,UTC,8,991,100,0,9,0,0,4561,74,4,2.8
2016,2,12,21:00,UTC,7,991.3,100,0,10,0,0,3258,101,6.3,3.8
2016,2,12,22:00,UTC,8,991.7,100,0,8,0.1,0.1,5635,117,4.2,3.1
2016,2,12,23:00,UTC,7,992.2,100,0,10,0,0,2912,154,6.5,4.5
2016,2,13,00:00,UTC,7,993,100,0.5,10,-0.3,-0.3,2373,167,8.4,5.9
2016,2,13,01:00,UTC,7,994,100,0,11,-1,-1,3008,168,10.9,7.1
2016,2,13,02:00,UTC,7,995.2,100,0.5,11,-1.6,-1.6,2950,168,11.4,7.9
2016,2,13,03:00,UTC,8,996.1,98,0,10,-2,-2.3,50000,175,10,6.9
2016,2,13,04:00,UTC,7,996.8,94,0,10,-2.5,-3.4,50000,177,12.3,7.7
2016,2,13,05:00,UTC,2,997.4,95,0,10,-3.2,-3.9,50000,152,6.6,4.4
2016,2,13,06:00,UTC,0,997.8,96,0,10,-3.3,-3.9,50000,141,7.1,5.1
2016,2,13,07:00,UTC,1,998.4,95,0,10,-3.2,-3.9,50000,143,7.3,5
2016,2,13,08:00,UTC,5,998.8,94,0,10,-2.5,-3.3,50000,150,8.7,5.2
2016,2,13,09:00,UTC,1,999.5,90,0,10,-1.5,-2.8,44127,155,6.9,4.7
2016,2,13,10:00,UTC,7,1000.3,87,0,10,-1.2,-3,50000,178,8.8,6.4
2016,2,13,11:00,UTC,2,1000.7,86,0,10,-1.3,-3.3,48012,161,7.8,5.3
2016,2,13,12:00,UTC,7,1001.2,86,0,10,-0.8,-2.8,49849,163,6.4,4.5
2016,2,13,13:00,UTC,2,1001.7,85,0,9,-1.9,-4,50000,163,6.5,4.5
2016,2,13,14:00,UTC,7,1002.4,87,0,9,-1.6,-3.5,50000,166,6.1,4.5
2016,2,13,15:00,UTC,6,1003,91,0,9,-2.5,-3.8,50000,160,6,4.4
2016,2,13,16:00,UTC,7,1003.6,92,0,9,-2.5,-3.7,50000,160,6.3,4.5
2016,2,13,17:00,UTC,1,1004.2,94,0,9,-3.3,-4.1,50000,155,5.5,4
2016,2,13,18:00,UTC,5,1004.6,94,0,9,-3.1,-3.9,50000,153,6.1,4.4
2016,2,13,19:00,UTC,1,1005.1,94,0,9,-3.4,-4.2,50000,155,7.9,4.7
2016,2,13,20:00,UTC,0,1005.6,95,0,9,-4.2,-4.9,50000,154,5.2,3.7
2016,2,13,21:00,UTC,4,1005.9,98,0,9,-5.7,-5.9,50000,125,3.3,2.3
2016,2,13,22:00,UTC,8,1005.8,100,0,9,-5,-5,50000,120,3.8,2.4
2016,2,13,23:00,UTC,7,1005.8,98,0,9,-4.5,-4.8,50000,105,4.3,2.8
2016,2,14,00:00,UTC,7,1005.3,98,0,10,-4.5,-4.8,50000,100,5.2,3.8
2016,2,14,01:00,UTC,7,1004.7,96,0,9,-4.4,-4.9,50000,98,4.6,3.2
2016,2,14,02:00,UTC,7,1003.7,96,0,9,-3.3,-3.9,28219,94,4.8,2.9
2016,2,14,03:00,UTC,8,1003,100,1.1,9,-2.8,-2.8,830,82,4.2,2.7
2016,2,14,04:00,UTC,8,1002.3,100,0.2,11,-2.1,-2.1,6554,97,5.6,3.8
2016,2,14,05:00,UTC,7,1001.9,100,0,11,-1.4,-1.4,9688,102,4.6,3.1
2016,2,14,06:00,UTC,7,1001.5,100,0,10,-0.6,-0.6,5268,109,6.3,4
2016,2,14,07:00,UTC,7,1001.2,100,0,11,-0.2,-0.2,16080,109,6.2,4.1
2016,2,14,08:00,UTC,7,1001.1,100,0,11,0.1,0.1,9549,120,6,3.8
2016,2,14,09:00,UTC,7,1001.1,100,0,11,0.4,0.4,7381,131,6.8,4.6
2016,2,14,10:00,UTC,7,1001.3,100,0.5,11,0.7,0.6,15983,136,6.1,3.7
2016,2,14,11:00,UTC,7,1001,98,0,11,0.7,0.4,43884,130,5.6,3.7
2016,2,14,12:00,UTC,8,1000.9,97,0,10,0.7,0.4,32852,139,5.3,3.5
2016,2,14,13:00,UTC,8,1001,97,0,10,0.7,0.3,41772,133,4.5,3
2016,2,14,14:00,UTC,8,1001.3,97,0,10,0.7,0.3,37162,139,2.6,1.9
2016,2,14,15:00,UTC,7,1001.4,98,0,10,0.5,0.2,40784,152,3.4,2.4
2016,2,14,16:00,UTC,7,1001.8,99,0,10,0.3,0.1,18455,144,3,2.2
2016,2,14,17:00,UTC,7,1002.1,100,0,10,0.1,0,23905,136,3.4,2.5
2016,2,14,18:00,UTC,8,1002.7,99,0,10,0.1,0,20265,139,2.4,1.7
2016,2,14,19:00,UTC,7,1002.7,100,0,10,-0.3,-0.3,8698,129,2.6,1.7
2016,2,14,20:00,UTC,8,1002.9,100,0,10,-0.1,-0.1,13252,132,2.7,1.5
2016,2,14,21:00,UTC,8,1003.3,100,0,10,0.1,0.1,15332,137,2.4,1.7
2016,2,14,22:00,UTC,8,1003.6,100,0,10,0.1,0.1,8593,140,2.5,1.7
2016,2,14,23:00,UTC,8,1004,100,0,10,0,0,9014,149,2.5,1.3
2016,2,15,00:00,UTC,8,1004.2,100,0,11,-0.1,-0.1,12275,159,1.6,1.2
2016,2,15,01:00,UTC,8,1004.3,100,0,10,-0.1,-0.1,11349,151,1.9,1.5
2016,2,15,02:00,UTC,8,1004.6,100,0,10,-0.1,-0.1,13786,199,1.5,0.9
2016,2,15,03:00,UTC,8,1004.6,100,0,11,-0.1,-0.1,8755,186,1.2,0.9
2016,2,15,04:00,UTC,8,1004.9,100,0,11,-0.1,-0.1,1961,257,2.4,1.6
2016,2,15,05:00,UTC,8,1005.4,100,0,11,-0.5,-0.5,9163,297,5.7,4.4
2016,2,15,06:00,UTC,8,1006.2,100,0,11,-1.2,-1.2,18243,302,5.9,3.8
2016,2,15,07:00,UTC,8,1006.9,99,0,11,-1.7,-1.8,33594,312,6.4,4.5
2016,2,15,08:00,UTC,8,1007.6,96,0,11,-1.9,-2.5,49549,310,6,4.3
2016,2,15,09:00,UTC,8,1008.2,95,0,11,-2,-2.7,45926,291,5.3,3.8
2016,2,15,10:00,UTC,8,1008.8,91,0,11,-2.2,-3.5,46776,307,5.5,3.5
2016,2,15,11:00,UTC,8,1009.4,85,0,11,-2.3,-4.5,50000,313,6.3,4.4
2016,2,15,12:00,UTC,7,1009.9,87,0,11,-2.1,-3.9,49396,305,4.3,2.5
2016,2,15,13:00,UTC,8,1010.5,89,0,11,-3.6,-5.1,44004,289,7.2,4.6
2016,2,15,14:00,UTC,7,1010.9,90,0,11,-4,-5.4,50000,263,6.5,3.7
2016,2,15,15:00,UTC,7,1011.5,91,0,11,-4.7,-5.9,50000,276,5.7,3.7
2016,2,15,16:00,UTC,7,1012.4,92,0,11,-4.6,-5.7,50000,266,5,2.7
2016,2,15,17:00,UTC,3,1013.3,93,0,11,-6.4,-7.3,50000,261,4,2.6
2016,2,15,18:00,UTC,6,1013.9,96,0,11,-7.9,-8.4,50000,234,3.9,3.3
2016,2,15,19:00,UTC,0,1014.7,98,0,11,-8.9,-9.1,50000,234,3.8,3.1
2016,2,15,20:00,UTC,0,1015.1,99,0,11,-9.5,-9.6,42998,239,3.2,2.5
2016,2,15,21:00,UTC,0,1015.6,98,0,11,-10.1,-10.3,50000,229,2.7,2.1
2016,2,15,22:00,UTC,0,1016.3,98,0,11,-9.8,-10.1,31435,221,4.1,2.7
2016,2,15,23:00,UTC,0,1016.6,97,0,11,-9.7,-10,28312,232,3,2.2
2016,2,16,00:00,UTC,0,1017.4,97,0,11,-10.1,-10.5,50000,241,3.2,2.4
2016,2,16,01:00,UTC,0,1017.8,99,0,11,-11.4,-11.5,42575,241,2.7,2
2016,2,16,02:00,UTC,0,1018.3,97,0,11,-10.3,-10.7,50000,238,3.7,2.7
2016,2,16,03:00,UTC,0,1018.6,97,0,11,-9.5,-9.9,50000,242,3.4,2.4
2016,2,16,04:00,UTC,0,1018.9,98,0,11,-9.4,-9.6,50000,251,4.7,3.2
2016,2,16,05:00,UTC,0,1019.6,98,0,11,-8.9,-9.2,50000,246,3.5,2.6
2016,2,16,06:00,UTC,0,1020,98,0,11,-8.1,-8.4,50000,250,3.6,2.4
2016,2,16,07:00,UTC,0,1020.7,99,0,11,-7.9,-8.1,45167,255,4.4,3
2016,2,16,08:00,UTC,0,1021.5,96,0,11,-7,-7.5,49074,236,4.1,2.9
2016,2,16,09:00,UTC,0,1022.1,92,0,11,-5.2,-6.3,39889,268,4.9,3.1
2016,2,16,10:00,UTC,0,1022.6,90,0,10,-4.1,-5.6,50000,265,3.9,2.6
2016,2,16,11:00,UTC,0,1023.4,82,0,10,-2.7,-5.4,47267,278,4,2.9
2016,2,16,12:00,UTC,0,1023.9,79,0,10,-2.1,-5.3,42999,269,5.1,3.3
2016,2,16,13:00,UTC,0,1024.5,79,0,10,-2,-5.2,50000,285,4.3,2.7
2016,2,16,14:00,UTC,0,1024.9,83,0,10,-3.1,-5.6,50000,256,3.7,2.6
2016,2,16,15:00,UTC,0,1025.2,90,0,9,-5.1,-6.5,47256,212,2.9,2.4
2016,2,16,16:00,UTC,4,1025.7,96,0,10,-5,-5.6,50000,244,5.7,4
2016,2,16,17:00,UTC,0,1026.6,97,0,9,-6.1,-6.5,50000,241,3.9,3
2016,2,16,18:00,UTC,0,1027.3,100,0,9,-6.8,-6.8,50000,244,2.7,1.9
2016,2,16,19:00,UTC,9,1026.8,95,0,9,-12.1,-12.7,218,172,1.5,1.1
2016,2,16,20:00,UTC,1,1026.9,93,0,9,-14.5,-15.4,526,179,2,1.1
2016,2,16,21:00,UTC,1,1027,92,0,9,-15.1,-16.1,631,0,0,0
2016,2,16,22:00,UTC,9,1026.9,95,0,9,-13,-13.7,1587,0,0,0
2016,2,16,23:00,UTC,7,1026.9,96,0,9,-11.7,-12.3,23186,118,1.6,0.8
2016,2,17,00:00,UTC,5,1026.6,96,0,9,-10.8,-11.3,22810,148,1.7,1.4
2016,2,17,01:00,UTC,3,1025.9,95,0,9,-11.4,-12.1,402,168,2.3,1.9
2016,2,17,02:00,UTC,3,1025.4,97,0,9,-9.2,-9.5,2820,176,2.4,1.6
2016,2,17,03:00,UTC,5,1024.2,100,0,9,-5.7,-5.7,50000,166,5.8,4.5
2016,2,17,04:00,UTC,8,1023.6,100,0,9,-3.4,-3.4,46458,177,6.4,4.7
2016,2,17,05:00,UTC,8,1022.8,99,0,10,-2.9,-3.1,37601,186,8.7,6.8
2016,2,17,06:00,UTC,8,1022.3,97,0,9,-2.3,-2.7,41148,178,7.2,5.6
2016,2,17,07:00,UTC,8,1022.1,96,0,10,-1.5,-2.1,40849,185,8.1,5.9
2016,2,17,08:00,UTC,8,1021.7,94,0,10,-0.6,-1.5,45856,195,8.4,6.3
2016,2,17,09:00,UTC,8,1021.6,92,0,9,0,-1.2,44686,203,7.9,5.7
2016,2,17,10:00,UTC,8,1021.3,91,0,9,0.3,-1,42688,198,8.9,6.3
2016,2,17,11:00,UTC,8,1021.2,89,0,9,0.7,-0.8,43324,202,8.2,5.8
2016,2,17,12:00,UTC,8,1021.3,87,0,9,1.1,-0.7,42258,212,10.9,6.7
2016,2,17,13:00,UTC,8,1021.6,88,0,9,1.1,-0.6,38749,214,8.1,5.7
2016,2,17,14:00,UTC,8,1021.8,88,0,10,1.1,-0.6,39047,213,9.6,6.1
2016,2,17,15:00,UTC,8,1021.9,89,0,10,0.9,-0.8,41488,212,9,6.2
2016,2,17,16:00,UTC,8,1022.2,89,0,10,0.7,-1,36788,210,9.2,6.1
2016,2,17,17:00,UTC,7,1022.4,89,0,10,0.3,-1.4,36079,205,8.4,6.1
2016,2,17,18:00,UTC,8,1022.5,88,0,10,0.1,-1.6,32246,201,8.2,6.3
2016,2,17,19:00,UTC,7,1022.5,88,0,10,-0.4,-2.1,34370,206,7,5
2016,2,17,20:00,UTC,1,1022.6,90,0,10,-1.2,-2.7,35107,196,6,4.2
2016,2,17,21:00,UTC,0,1023,88,0,10,-1.7,-3.3,39473,201,6.9,4.9
2016,2,17,22:00,UTC,0,1023.1,88,0,10,-1.8,-3.6,49078,195,7.9,5.8
2016,2,17,23:00,UTC,0,1023.4,89,0,10,-2.1,-3.7,47743,195,7.3,5.5
2016,2,18,00:00,UTC,0,1023.6,88,0,10,-2.3,-4,48156,193,8.5,5.5
2016,2,18,01:00,UTC,0,1023.7,87,0,10,-2.4,-4.3,49937,195,8.8,5.7
2016,2,18,02:00,UTC,0,1023.8,92,0,9,-4.2,-5.3,49865,174,5.6,4.4
2016,2,18,03:00,UTC,3,1023.7,96,0,9,-5.7,-6.3,41039,153,4.6,3.3
2016,2,18,04:00,UTC,7,1023.5,97,0,9,-4,-4.4,36867,176,5.6,4.1
2016,2,18,05:00,UTC,7,1023.1,94,0,9,-2.7,-3.6,50000,173,7.2,5.5
2016,2,18,06:00,UTC,7,1023.2,94,0,9,-3.5,-4.3,50000,164,6.6,4.9
2016,2,18,07:00,UTC,7,1023,94,0,9,-3.5,-4.3,50000,161,6,3.8
2016,2,18,08:00,UTC,7,1022.3,94,0,9,-3.3,-4.2,43305,150,5.8,4
2016,2,18,09:00,UTC,7,1022.2,91,0,9,-2.7,-4,50000,145,5.7,3.8
2016,2,18,10:00,UTC,7,1021,88,0,9,-2.4,-4.1,50000,134,6,4
2016,2,18,11:00,UTC,8,1019.3,78,0,9,-1.4,-4.8,50000,130,5.5,3.8
2016,2,18,12:00,UTC,8,1018.4,73,0,9,-1,-5.2,50000,154,4.5,2.2
2016,2,18,13:00,UTC,8,1017.8,87,0.8,11,-1.8,-3.8,2451,157,9.1,5.6
2016,2,18,14:00,UTC,7,1016.9,97,0,12,-2,-2.4,3654,153,9,6.3
2016,2,18,15:00,UTC,7,1016.4,93,0,12,-1.7,-2.7,47675,165,8.6,6.1
2016,2,18,16:00,UTC,7,1016.5,92,0,12,-1.8,-3,27184,167,8.9,6
2016,2,18,17:00,UTC,8,1016,90,0,12,-1.8,-3.2,29105,170,8.6,5.9
2016,2,18,18:00,UTC,7,1015.7,94,0,12,-1.8,-2.7,6839,170,7.8,5.3
2016,2,18,19:00,UTC,8,1015.4,94,0,12,-1.5,-2.4,5096,169,7.4,4.9
2016,2,18,20:00,UTC,8,1015.1,92,0,12,-1.1,-2.3,23551,167,8.4,5.1
2016,2,18,21:00,UTC,8,1014.8,92,0,12,-1.1,-2.1,19099,167,7.2,4.8
2016,2,18,22:00,UTC,8,1014.5,94,0,12,-0.7,-1.6,24723,166,7.7,5
2016,2,18,23:00,UTC,8,1014.4,96,0,12,-0.3,-0.9,40654,163,6.9,4.5
2016,2,19,00:00,UTC,8,1014.1,97,0,12,0.2,-0.2,37782,174,7,4.9
2016,2,19,01:00,UTC,8,1014,95,0,12,0.7,0.1,46038,173,7.9,5
2016,2,19,02:00,UTC,8,1013.8,97,0,12,0.9,0.5,21107,175,6.8,4.9
2016,2,19,03:00,UTC,8,1013.6,99,0,12,0.9,0.7,8639,173,7.6,5.7
2016,2,19,04:00,UTC,8,1013.6,99,0,12,0.9,0.8,13796,180,6.8,5.3
2016,2,19,05:00,UTC,8,1013.3,96,0,12,1.1,0.5,42824,187,6.1,4.5
2016,2,19,06:00,UTC,8,1013.3,97,0,12,0.8,0.4,37711,171,5.5,4.1
2016,2,19,07:00,UTC,8,1013.9,95,0,12,0.9,0.1,13535,195,7.2,5.4
2016,2,19,08:00,UTC,8,1013.9,93,0,12,0.9,-0.1,31314,198,6.1,4.5
2016,2,19,09:00,UTC,8,1014.2,89,0,12,1,-0.6,16670,208,6.9,4.9
2016,2,19,10:00,UTC,8,1014.2,86,0,12,0.9,-1.3,50000,200,7.9,5
2016,2,19,11:00,UTC,8,1014,86,0,11,0.7,-1.4,49762,195,8.6,5.5
2016,2,19,12:00,UTC,8,1013.9,86,0,11,0.5,-1.6,46161,188,7.4,5.5
2016,2,19,13:00,UTC,7,1013.8,85,0,11,0.8,-1.4,48377,182,6.6,5.2
2016,2,19,14:00,UTC,7,1013.8,81,0,11,0.8,-2.1,50000,200,6.9,4.9
2016,2,19,15:00,UTC,7,1013.6,84,0,11,0.2,-2.1,50000,180,6.2,4.2
2016,2,19,16:00,UTC,6,1013.6,89,0,11,-0.3,-1.8,43948,186,4.8,3.9
2016,2,19,17:00,UTC,2,1013.4,92,0,11,-0.9,-2.1,46361,168,6.5,4.8
2016,2,19,18:00,UTC,7,1013,89,0,11,-0.2,-1.8,45818,173,7.6,5.8
2016,2,19,19:00,UTC,8,1013.1,88,0,11,-0.1,-1.8,47117,176,7.3,5.2
2016,2,19,20:00,UTC,8,1012.7,86,0,11,0.1,-1.9,46276,182,8.6,6.3
2016,2,19,21:00,UTC,7,1012.4,89,0,11,0,-1.6,34746,185,7,5.6
2016,2,19,22:00,UTC,8,1012.3,90,0,11,-0.2,-1.6,26569,184,6.1,4.6
2016,2,19,23:00,UTC,8,1012.2,88,0,11,-0.1,-1.8,27517,187,5.1,4.2
2016,2,20,00:00,UTC,7,1011.8,90,0,11,-0.1,-1.6,23470,169,5.2,3.7
2016,2,20,01:00,UTC,7,1011.5,91,0,11,0,-1.3,19317,175,6.3,4.4
2016,2,20,02:00,UTC,8,1011.5,87,0,11,0,-1.9,21541,181,7.7,5.2
